,Probanden_ID__lfdn__AppNr,Probanden_ID__lfdn,Datum_1_Interview,Datum_2_Interview,Datum_3_Interview,Datum_4_Interview,V1,V01,V2,V3,V4_1_Interview,V4_2_Interview,V4_3_Interview,V4_4_Interview,V6_1_Interview,V6_2_Interview,V6_3_Interview,V6_4_Interview,V10,V11,V12_1_Interview,V12_2_Interview,V12_3_Interview,V12_4_Interview,V13,V14,V17_2_Interview,V17_3_Interview,V17_4_Interview,V18_2_Interview,V18_3_Interview,V18_4_Interview,V19_2_Interview,V19_3_Interview,V19_4_Interview,V20_2_Interview,V20_3_Interview,V20_4_Interview,V21_2_Interview,V21_3_Interview,V21_4_Interview,Miss_row_%,Days_Between_2_and_1_Interview,Days_Between_3_and_2_Interview,Days_Between_4_and_3_Interview
3962,SHI__201__10,SHI__201,2017-12-14 00:00:00,2018-01-15 00:00:00,2018-02-13 00:00:00,2018-03-14 00:00:00,Twitter,620.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,7.0,7.0,9.0,1.0,1.0,7.0,10.0,8.0,10,7.0,5.0,8.0,8.0,8.0,8.0,10.0,10.0,9.0,10.0,10.0,8.0,9,10.0,7.0,9.0,9.0,5.454545454545453,32.0,29.0,29.0
3963,SPA__202__10,SPA__202,2017-12-14 00:00:00,2018-01-13 00:00:00,2018-02-13 00:00:00,2018-03-10 00:00:00,DKB,138.0,2.0,1.0,3.0,3.0,3.0,3.0,9.0,9.0,9.0,9.0,1.0,1.0,9.0,9.0,9.0,9,10.0,7.0,7.0,7.0,7.0,5.0,5.0,6.0,9.0,9.0,9.0,10.0,10,10.0,8.0,9.0,8.0,5.454545454545453,30.0,31.0,25.0
3964,CDI__203__10,CDI__203,2018-12-14 00:00:00,2018-12-14 00:00:00,2018-02-05 00:00:00,2018-03-03 00:00:00,PicsArt,401.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,1.0,1.0,9.0,9.0,10.0,10,7.0,6.0,5.0,4.0,5.0,6.0,6.0,6.0,9.0,8.0,8.0,7.0,6,7.0,9.0,9.0,9.0,7.2727272727272805,0.0,-312.0,26.0
3966,NBR__205__10,NBR__205,2017-12-20 00:00:00,2018-01-18 00:00:00,2018-02-15 00:00:00,2018-03-13 00:00:00,Xing,606.0,2.0,1.0,3.0,3.0,2.0,2.0,5.0,5.0,5.0,4.0,1.0,1.0,6.0,8.0,8.0,8,10.0,7.0,7.0,7.0,7.0,7.0,8.0,9.0,6.0,6.0,8.0,10.0,10,10.0,6.0,6.0,6.0,5.454545454545453,29.0,28.0,26.0
3967,CWO__206__10,CWO__206,2017-12-21 00:00:00,2018-01-21 00:00:00,2018-02-22 00:00:00,2018-03-22 00:00:00,Wunderlist,605.0,2.0,1.0,2.0,1.0,3.0,2.0,9.0,9.0,10.0,10.0,1.0,1.0,6.0,6.0,7.0,7,8.0,6.0,8.0,9.0,9.0,5.0,6.0,8.0,8.0,10.0,9.0,9.0,9,9.0,7.0,8.0,9.0,5.454545454545453,31.0,32.0,28.0
3968,HSO__207__10,HSO__207,2017-12-21 00:00:00,2018-01-20 00:00:00,2018-02-20 00:00:00,2018-03-19 00:00:00,Sudoko,515.0,1.0,1.0,5.0,5.0,5.0,5.0,8.0,9.0,9.0,9.0,1.0,1.0,9.0,7.0,8.0,10,6.0,1.0,6.0,8.0,8.0,8.0,10.0,10.0,7.0,7.0,7.0,7.0,7,9.0,9.0,9.0,9.0,7.2727272727272805,30.0,31.0,27.0
3969,PVO__208__10,PVO__208,2017-12-21 00:00:00,2018-01-24 00:00:00,2018-02-20 00:00:00,2018-03-26 00:00:00,Wallet,576.0,2.0,1.0,6.0,4.0,4.0,4.0,9.0,9.0,10.0,9.0,1.0,10.0,8.0,8.0,8.0,9,3.0,8.0,4.0,4.0,5.0,3.0,3.0,3.0,8.0,9.0,10.0,4.0,5,6.0,9.0,8.0,8.0,3.6363636363636402,34.0,27.0,34.0
3986,LM_1__225__10,LM_1__225,2018-03-12 00:00:00,2018-04-19 00:00:00,2018-05-25 00:00:00,2018-07-05 00:00:00,outlook,387.0,1.0,1.0,2.0,2.0,2.0,2.0,9.0,5.0,5.0,4.0,1.0,1.0,9.0,8.0,8.0,7,10.0,9.0,8.0,10.0,10.0,1.0,1.0,1.0,5.0,5.0,9.0,10.0,10,10.0,6.0,7.0,7.0,7.2727272727272805,38.0,36.0,41.0
3987,MB_1__226__10,MB_1__226,2018-03-12 00:00:00,2018-04-19 00:00:00,2018-05-23 00:00:00,2018-07-05 00:00:00,Postbank Finanzassist,663.0,1.0,1.0,3.0,3.0,3.0,4.0,8.0,2.0,2.0,1.0,1.0,1.0,7.0,3.0,3.0,1,8.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,3.0,4.0,5.0,1.0,1,1.0,2.0,2.0,3.0,5.454545454545453,38.0,34.0,43.0
3988,NS_1__227__10,NS_1__227,2018-03-12 00:00:00,2018-04-19 00:00:00,2018-05-23 00:00:00,2018-07-05 00:00:00,kicker,292.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,7.0,7.0,6.0,1.0,3.0,9.0,8.0,8.0,6,9.0,4.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0,7,10.0,7.0,7.0,7.0,3.6363636363636402,38.0,34.0,43.0
3994,MF_1__233__10,MF_1__233,2018-03-15 00:00:00,2018-04-19 00:00:00,2018-05-23 00:00:00,2018-07-05 00:00:00,paypal,393.0,1.0,1.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,1.0,8.0,9.0,8.0,8.0,9,10.0,8.0,8.0,7.0,7.0,9.0,10.0,7.0,6.0,6.0,5.0,10.0,10,10.0,8.0,9.0,10.0,3.6363636363636402,35.0,34.0,43.0
3995,NZ_1__234__10,NZ_1__234,2018-03-16 00:00:00,2018-04-20 00:00:00,2018-05-25 00:00:00,2018-07-05 00:00:00,quizduell,427.0,2.0,1.0,2.0,7.0,7.0,4.0,6.0,5.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,2,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,5.0,4.0,3.0,3.0,3,10.0,1.0,1.0,2.0,5.454545454545453,35.0,35.0,41.0
4006,Ga96__245__10,Ga96__245,2018-04-01 00:00:00,2018-04-29 00:00:00,2018-05-27 00:00:00,2018-05-27 00:00:00,HayDay,637.0,2.0,1.0,2.0,2.0,2.0,2.0,10.0,10.0,10.0,10.0,5.0,1.0,10.0,10.0,10.0,10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10,10.0,10.0,10.0,9.0,3.6363636363636402,28.0,28.0,0.0
4007,Ti89__246__10,Ti89__246,2018-04-01 00:00:00,2018-04-29 00:00:00,2018-05-27 00:00:00,2018-05-27 00:00:00,Paypal,393.0,1.0,1.0,5.0,4.0,5.0,5.0,7.0,7.0,8.0,8.0,6.0,1.0,10.0,8.0,8.0,8,7.0,8.0,5.0,4.0,4.0,5.0,5.0,4.0,9.0,9.0,9.0,10.0,10,10.0,9.0,9.0,9.0,5.454545454545453,28.0,28.0,0.0
4009,Ra63__248__10,Ra63__248,2018-04-01 00:00:00,2018-04-29 00:00:00,2018-05-27 00:00:00,2018-05-27 00:00:00,Philips Hue,645.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,2.0,1.0,1.0,8.0,9.0,8.0,9,10.0,5.0,1.0,6.0,6.0,1.0,2.0,2.0,8.0,8.0,7.0,10.0,8,7.0,6.0,5.0,5.0,5.454545454545453,28.0,28.0,0.0
4010,BS__248__10,BS__248,2018-03-31 00:00:00,2018-05-13 00:00:00,2018-05-27 00:00:00,2018-06-26 00:00:00,Momox,860.0,1.0,1.0,5.0,6.0,5.0,6.0,3.0,10.0,10.0,10.0,1.0,1.0,2.0,8.0,8.0,8,2.0,2.0,6.0,8.0,8.0,1.0,1.0,1.0,6.0,6.0,6.0,3.0,4,4.0,6.0,6.0,7.0,5.454545454545453,43.0,14.0,30.0
4011,PB__250__10,PB__250,2018-03-31 00:00:00,2018-05-13 00:00:00,2018-05-27 00:00:00,2018-06-24 00:00:00,tubemade,969.0,1.0,1.0,2.0,4.0,3.0,3.0,6.0,5.0,5.0,5.0,1.0,5.0,8.0,7.0,7.0,9,10.0,10.0,5.0,6.0,6.0,1.0,1.0,1.0,7.0,8.0,8.0,5.0,5,6.0,5.0,5.0,5.0,3.6363636363636402,43.0,14.0,28.0
4012,CB__251__10,CB__251,2018-03-31 00:00:00,2018-05-13 00:00:00,2018-05-27 00:00:00,2018-06-24 00:00:00,McDonalds,330.0,1.0,1.0,5.0,5.0,6.0,6.0,1.0,8.0,8.0,7.0,1.0,1.0,6.0,6.0,6.0,6,1.0,3.0,5.0,6.0,7.0,3.0,4.0,4.0,7.0,8.0,8.0,8.0,8,8.0,8.0,8.0,8.0,5.454545454545453,43.0,14.0,28.0
4013,LB__252__10,LB__252,2018-03-31 00:00:00,2018-05-13 00:00:00,2018-05-27 00:00:00,2018-06-24 00:00:00,google Maps,234.0,1.0,1.0,5.0,4.0,4.0,3.0,1.0,7.0,8.0,8.0,1.0,1.0,5.0,8.0,7.0,7,6.0,6.0,8.0,7.0,7.0,4.0,4.0,4.0,8.0,7.0,7.0,10.0,10,10.0,10.0,10.0,9.0,5.454545454545453,43.0,14.0,28.0
4014,TK__253__10,TK__253,2018-04-01 00:00:00,2018-05-12 00:00:00,2018-05-29 00:00:00,2018-06-26 00:00:00,ING DiBa,820.0,1.0,1.0,3.0,3.0,5.0,3.0,5.0,8.0,8.0,8.0,1.0,1.0,8.0,8.0,8.0,8,10.0,10.0,7.0,7.0,7.0,3.0,4.0,5.0,8.0,8.0,8.0,8.0,8,8.0,8.0,9.0,8.0,5.454545454545453,41.0,17.0,28.0
4015,I1__254__10,I1__254,2018-04-07 00:00:00,2018-05-10 00:00:00,2018-06-08 00:00:00,2018-07-06 00:00:00,WhatsApp,598.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,1.0,1.0,10.0,9.0,10.0,10,10.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10.0,10.0,10.0,10.0,5.454545454545453,33.0,29.0,28.0
4020,AK__259__10,AK__259,2018-04-07 00:00:00,2018-05-05 00:00:00,2018-06-03 00:00:00,2018-07-05 00:00:00,Aldi Talk,24.0,1.0,1.0,5.0,5.0,4.0,5.0,10.0,10.0,10.0,8.0,1.0,1.0,10.0,10.0,10.0,10,6.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,10.0,10.0,8.0,2.0,10,5.0,10.0,10.0,9.0,5.454545454545453,28.0,29.0,32.0
4022,DK__261__10,DK__261,2018-04-07 00:00:00,2018-05-05 00:00:00,2018-06-03 00:00:00,2018-07-05 00:00:00,ESB Kalender,780.0,1.0,1.0,3.0,5.0,7.0,4.0,4.0,5.0,1.0,3.0,1.0,1.0,5.0,3.0,5.0,6,10.0,10.0,2.0,1.0,5.0,1.0,1.0,1.0,5.0,6.0,6.0,7.0,5,5.0,5.0,1.0,7.0,5.454545454545453,28.0,29.0,32.0
4023,LC__262__10,LC__262,2018-03-23 00:00:00,2018-04-20 00:00:00,2018-05-23 00:00:00,2018-07-02 00:00:00,Amazon,27.0,2.0,1.0,4.0,3.0,3.0,3.0,8.0,8.0,9.0,10.0,10.0,1.0,10.0,10.0,10.0,10,9.0,10.0,1.0,4.0,5.0,5.0,2.0,4.0,10.0,10.0,10.0,10.0,10,10.0,9.0,10.0,10.0,5.454545454545453,28.0,33.0,40.0
4024,RR__263__10,RR__263,2018-04-13 00:00:00,2018-05-11 00:00:00,2018-06-08 00:00:00,2018-07-06 00:00:00,Burger King,89.0,1.0,1.0,5.0,7.0,7.0,5.0,5.0,1.0,1.0,7.0,1.0,1.0,3.0,1.0,5.0,4,2.0,2.0,1.0,5.0,5.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1,3.0,1.0,1.0,7.0,5.454545454545453,28.0,28.0,28.0
4026,02_MK__265__10,02_MK__265,2018-04-09 00:00:00,2018-05-16 00:00:00,2018-06-08 00:00:00,2018-07-06 00:00:00,Twitter,620.0,1.0,1.0,5.0,3.0,4.0,4.0,2.0,8.0,8.0,8.0,1.0,2.0,6.0,8.0,8.0,7,6.0,9.0,5.0,3.0,3.0,6.0,7.0,7.0,10.0,9.0,9.0,9.0,6,5.0,7.0,6.0,6.0,5.454545454545453,37.0,23.0,28.0
4028,04_MK__267__10,04_MK__267,2018-04-10 00:00:00,2018-05-13 00:00:00,2018-06-07 00:00:00,2018-07-09 00:00:00,Amazon,27.0,2.0,1.0,3.0,3.0,3.0,3.0,10.0,4.0,8.0,8.0,1.0,1.0,9.0,8.0,10.0,10,9.0,8.0,8.0,10.0,10.0,7.0,8.0,8.0,4.0,5.0,5.0,6.0,10,9.0,10.0,10.0,10.0,5.454545454545453,33.0,25.0,32.0
4029,05_IK__268__10,05_IK__268,2018-04-10 00:00:00,2018-05-20 00:00:00,2018-06-11 00:00:00,2018-07-09 00:00:00,clevertanken,106.0,1.0,1.0,5.0,3.0,5.0,5.0,1.0,8.0,6.0,6.0,1.0,1.0,8.0,4.0,7.0,5,8.0,6.0,9.0,2.0,2.0,8.0,1.0,1.0,6.0,7.0,7.0,6.0,7,7.0,6.0,7.0,7.0,3.6363636363636402,40.0,22.0,28.0
4031,PB2__270__10,PB2__270,2018-04-14 00:00:00,2018-05-17 00:00:00,2018-05-12 00:00:00,2018-07-10 00:00:00,OralB,885.0,1.0,1.0,5.0,1.0,5.0,5.0,10.0,10.0,10.0,10.0,1.0,1.0,9.0,9.0,9.0,9,10.0,6.0,10.0,10.0,10.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,10,10.0,10.0,10.0,10.0,5.454545454545453,33.0,-5.0,59.0
4032,PB3__271__10,PB3__271,2018-04-14 00:00:00,2018-05-17 00:00:00,2018-05-12 00:00:00,2018-07-10 00:00:00,tannken App,520.0,1.0,1.0,6.0,1.0,6.0,6.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,5,10.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,5.0,5.0,10.0,10,10.0,10.0,10.0,10.0,5.454545454545453,33.0,-5.0,59.0
4034,PB5__273__10,PB5__273,2018-04-14 00:00:00,2018-05-17 00:00:00,2018-05-12 00:00:00,2018-07-10 00:00:00,Payback,391.0,1.0,1.0,3.0,1.0,3.0,3.0,10.0,9.0,9.0,9.0,1.0,1.0,10.0,8.0,8.0,8,10.0,10.0,8.0,8.0,8.0,7.0,7.0,7.0,10.0,10.0,10.0,10.0,10,10.0,10.0,10.0,10.0,5.454545454545453,33.0,-5.0,59.0
4036,KK_2__275__10,KK_2__275,2017-04-05 00:00:00,2018-05-02 00:00:00,2018-05-31 00:00:00,2018-06-29 00:00:00,Tumblr,545.0,2.0,1.0,4.0,3.0,3.0,3.0,7.0,7.0,9.0,8.0,1.0,1.0,9.0,10.0,9.0,10,9.0,10.0,9.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,10.0,8,10.0,10.0,6.0,7.0,5.454545454545453,392.0,29.0,29.0
4037,KK_3__276__10,KK_3__276,2017-04-10 00:00:00,2018-05-08 00:00:00,2018-06-05 00:00:00,2018-07-03 00:00:00,Wecker,589.0,1.0,1.0,2.0,2.0,2.0,2.0,10.0,7.0,8.0,5.0,1.0,1.0,9.0,10.0,10.0,8,10.0,10.0,6.0,5.0,10.0,5.0,8.0,5.0,10.0,10.0,7.0,10.0,10,10.0,10.0,10.0,9.0,5.454545454545453,393.0,28.0,28.0
4039,KK_5__278__10,KK_5__278,2018-04-14 00:00:00,2018-05-13 00:00:00,2017-06-09 00:00:00,2018-07-08 00:00:00,Einheiten-Konverter,774.0,1.0,1.0,5.0,5.0,6.0,5.0,2.0,3.0,4.0,3.0,1.0,1.0,5.0,7.0,7.0,8,8.0,7.0,3.0,6.0,3.0,1.0,8.0,3.0,9.0,7.0,6.0,5.0,7,7.0,10.0,8.0,7.0,5.454545454545453,29.0,27.0,394.0
4043,TS__282__10,TS__282,2018-04-14 00:00:00,2018-05-13 00:00:00,2018-06-09 00:00:00,2018-07-08 00:00:00,McDonalds,330.0,1.0,1.0,5.0,5.0,5.0,5.0,8.0,4.0,5.0,8.0,1.0,1.0,5.0,3.0,5.0,5,10.0,10.0,6.0,3.0,5.0,8.0,1.0,5.0,5.0,8.0,5.0,10.0,10,10.0,10.0,10.0,10.0,5.454545454545453,29.0,27.0,29.0
4044,AP__283__10,AP__283,2018-04-15 00:00:00,2018-05-13 00:00:00,2018-06-09 00:00:00,2018-07-08 00:00:00,Whatsapp,598.0,2.0,1.0,1.0,5.0,1.0,1.0,10.0,10.0,10.0,10.0,1.0,1.0,10.0,9.0,10.0,10,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,10,10.0,10.0,10.0,10.0,3.6363636363636402,28.0,27.0,29.0
4045,LK_2__284__10,LK_2__284,2018-04-14 00:00:00,2018-05-15 00:00:00,2018-06-09 00:00:00,2018-07-09 00:00:00,BVA Auctions,745.0,1.0,1.0,4.0,5.0,5.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,2,10.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,5.0,1,1.0,2.0,1.0,1.0,5.454545454545453,31.0,25.0,30.0
4046,LK_1__285__10,LK_1__285,2018-04-14 00:00:00,2018-05-15 00:00:00,2018-06-09 00:00:00,2018-07-09 00:00:00,Xing,606.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,1.0,1.0,5.0,6.0,3.0,6,10.0,8.0,5.0,6.0,5.0,2.0,10.0,3.0,5.0,1.0,6.0,8.0,6,8.0,7.0,4.0,6.0,3.6363636363636402,31.0,25.0,30.0
4050,SL_1__289__10,SL_1__289,2018-03-27 00:00:00,2018-04-28 00:00:00,2018-05-29 00:00:00,2018-06-28 00:00:00,Google Maps,234.0,1.0,1.0,5.0,5.0,6.0,6.0,5.0,5.0,7.0,7.0,10.0,1.0,10.0,10.0,8.0,8,10.0,10.0,1.0,3.0,2.0,1.0,1.0,1.0,7.0,10.0,10.0,6.0,10,10.0,7.0,8.0,8.0,7.2727272727272805,32.0,31.0,30.0
4055,SN__294__10,SN__294,2018-04-08 00:00:00,2018-05-08 00:00:00,2018-06-05 00:00:00,2018-07-03 00:00:00,mehr-tanken,331.0,2.0,1.0,5.0,6.0,5.0,6.0,3.0,5.0,10.0,8.0,8.0,1.0,8.0,8.0,8.0,8,3.0,4.0,8.0,8.0,8.0,4.0,1.0,1.0,5.0,10.0,9.0,3.0,8,7.0,3.0,8.0,8.0,5.454545454545453,30.0,28.0,28.0
4060,HL_1__299__10,HL_1__299,2018-04-12 00:00:00,2018-05-12 00:00:00,2018-06-09 00:00:00,2018-07-08 00:00:00,Cymera,753.0,2.0,1.0,5.0,5.0,5.0,5.0,8.0,7.0,7.0,8.0,1.0,1.0,8.0,8.0,8.0,8,7.0,4.0,3.0,4.0,4.0,5.0,1.0,1.0,7.0,7.0,7.0,7.0,6,7.0,7.0,8.0,7.0,7.2727272727272805,30.0,28.0,29.0
4062,HL_3__301__10,HL_3__301,2018-04-13 00:00:00,2018-05-12 00:00:00,2018-06-09 00:00:00,2018-07-11 00:00:00,Notebook billinger,880.0,2.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,8.0,7.0,5.0,5.0,4,8.0,8.0,5.0,6.0,6.0,2.0,5.0,6.0,3.0,2.0,7.0,6.0,6,9.0,4.0,6.0,9.0,1.818181818181813,29.0,28.0,32.0
4063,HL_4__302__10,HL_4__302,2018-04-15 00:00:00,2018-05-12 00:00:00,2018-06-08 00:00:00,2018-07-07 00:00:00,Photodirector,893.0,1.0,1.0,1.0,4.0,4.0,3.0,10.0,7.0,9.0,10.0,1.0,8.0,10.0,7.0,8.0,7,10.0,10.0,1.0,1.0,1.0,1.0,5.0,6.0,7.0,8.0,7.0,10.0,8,10.0,6.0,8.0,8.0,3.6363636363636402,27.0,27.0,29.0
4065,HL_1__304__10,HL_1__304,2018-04-13 00:00:00,2018-05-16 00:00:00,2018-06-10 00:00:00,2018-07-10 00:00:00,LEO,306.0,1.0,1.0,5.0,4.0,3.0,3.0,5.0,8.0,9.0,9.0,1.0,1.0,9.0,9.0,9.0,9,10.0,9.0,1.0,2.0,2.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,10,10.0,10.0,10.0,10.0,5.454545454545453,33.0,25.0,30.0
4069,HL_5__308__10,HL_5__308,2018-04-13 00:00:00,2018-05-16 00:00:00,2018-06-10 00:00:00,2018-07-10 00:00:00,Paypal,393.0,1.0,1.0,7.0,1.0,5.0,5.0,3.0,9.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10,10.0,10.0,10.0,1.0,1.0,9.0,1.0,1.0,9.0,10.0,10.0,10.0,10,10.0,10.0,10.0,10.0,5.454545454545453,33.0,25.0,30.0
4070,C__309__10,C__309,2018-04-04 00:00:00,2018-05-15 00:00:00,2018-06-08 00:00:00,2018-06-08 00:00:00,Whatsapp,598.0,2.0,1.0,1.0,1.0,1.0,1.0,10.0,9.0,9.0,9.0,1.0,1.0,10.0,10.0,10.0,10,10.0,10.0,10.0,3.0,10.0,7.0,10.0,8.0,10.0,10.0,10.0,10.0,10,10.0,10.0,10.0,10.0,1.818181818181813,41.0,24.0,0.0
4076,LB_2__315__10,LB_2__315,2018-04-16 00:00:00,2018-05-16 00:00:00,2018-06-08 00:00:00,2018-06-08 00:00:00,Sky Go,475.0,2.0,2.0,3.0,4.0,3.0,4.0,10.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,8,10.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10.0,10.0,10.0,10.0,7.2727272727272805,30.0,23.0,0.0
4080,XW01__319__10,XW01__319,2018-04-16 00:00:00,2018-05-15 00:00:00,2018-06-11 00:00:00,2018-06-11 00:00:00,Komoot,301.0,1.0,1.0,4.0,7.0,5.0,3.0,3.0,8.0,8.0,8.0,5.0,10.0,10.0,10.0,10.0,10,10.0,10.0,1.0,10.0,10.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,10,10.0,8.0,8.0,9.0,3.6363636363636402,29.0,27.0,0.0
4081,XY01__320__10,XY01__320,2018-04-15 00:00:00,2018-05-15 00:00:00,2018-06-11 00:00:00,2018-06-11 00:00:00,Whats App,598.0,2.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,10.0,4.0,10.0,10.0,10.0,10,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,10,10.0,10.0,10.0,10.0,1.818181818181813,30.0,27.0,0.0
4085,TR_1__324__10,TR_1__324,2018-04-15 00:00:00,2018-05-13 00:00:00,2018-06-12 00:00:00,2018-07-09 00:00:00,MosaLingua Spanisch,862.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,7.0,5.0,4.0,1.0,1.0,7.0,8.0,7.0,7,9.0,8.0,5.0,7.0,4.0,3.0,8.0,3.0,8.0,7.0,7.0,8.0,8,7.0,8.0,8.0,5.0,5.454545454545453,28.0,30.0,27.0
4087,TR_3__326__10,TR_3__326,2018-04-02 00:00:00,2018-04-30 00:00:00,2018-06-03 00:00:00,2018-07-04 00:00:00,Time Keeper,963.0,1.0,2.0,2.0,2.0,2.0,3.0,5.0,9.0,9.0,10.0,1.0,1.0,7.0,7.0,8.0,9,10.0,7.0,1.0,1.0,1.0,1.0,9.0,10.0,9.0,9.0,10.0,9.0,9,10.0,10.0,10.0,10.0,5.454545454545453,28.0,34.0,31.0
4088,TR_4__327__10,TR_4__327,2018-04-12 00:00:00,2018-05-11 00:00:00,2018-06-10 00:00:00,2018-07-10 00:00:00,gmx.de,854.0,1.0,1.0,5.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1,4.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,5.454545454545453,29.0,30.0,30.0
4090,J__329__10,J__329,2018-04-06 00:00:00,2018-05-15 00:00:00,2018-06-10 00:00:00,2018-07-10 00:00:00,Xing,606.0,1.0,1.0,4.0,3.0,3.0,4.0,7.0,6.0,6.0,4.0,1.0,1.0,10.0,6.0,7.0,6,10.0,10.0,7.0,7.0,7.0,7.0,7.0,5.0,10.0,10.0,9.0,10.0,10,9.0,8.0,8.0,6.0,5.454545454545453,39.0,26.0,30.0
4092,V__331__10,V__331,2018-04-14 00:00:00,2018-05-12 00:00:00,2018-06-06 00:00:00,2018-07-06 00:00:00,Nespresso,367.0,1.0,1.0,5.0,7.0,6.0,7.0,8.0,1.0,4.0,1.0,1.0,1.0,8.0,1.0,8.0,1,10.0,3.0,1.0,7.0,1.0,1.0,1.0,1.0,7.0,8.0,10.0,7.0,6,10.0,1.0,4.0,1.0,5.454545454545453,28.0,25.0,30.0
4096,MK_2__335__10,MK_2__335,2018-04-11 00:00:00,2018-05-14 00:00:00,2018-06-04 00:00:00,2018-07-05 00:00:00,Paypal,393.0,1.0,1.0,3.0,4.0,4.0,4.0,7.0,2.0,2.0,5.0,1.0,1.0,8.0,8.0,8.0,9,10.0,1.0,10.0,10.0,10.0,5.0,5.0,5.0,8.0,8.0,8.0,10.0,10,10.0,10.0,10.0,10.0,5.454545454545453,33.0,21.0,31.0
4097,MK_3__336__10,MK_3__336,2018-04-16 00:00:00,2018-05-15 00:00:00,2018-06-05 00:00:00,2018-07-06 00:00:00,Wetter.com,596.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,10.0,10.0,10.0,1.0,1.0,7.0,8.0,8.0,8,10.0,4.0,9.0,9.0,9.0,3.0,3.0,3.0,9.0,9.0,9.0,10.0,10,10.0,8.0,8.0,8.0,5.454545454545453,29.0,21.0,31.0
4098,MK_4__337__10,MK_4__337,2018-04-17 00:00:00,2018-05-18 00:00:00,2018-06-05 00:00:00,2018-07-10 00:00:00,Radio KW,912.0,2.0,1.0,3.0,4.0,4.0,4.0,3.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10,10.0,1.0,10.0,10.0,10.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,10,10.0,10.0,10.0,10.0,5.454545454545453,31.0,18.0,35.0
4099,MK_5__338__10,MK_5__338,2018-04-17 00:00:00,2018-05-15 00:00:00,2018-06-10 00:00:00,2018-07-11 00:00:00,GMX,854.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,5.0,5.0,5.0,1.0,1.0,4.0,4.0,4.0,4,10.0,1.0,10.0,10.0,10.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,10,10.0,8.0,8.0,8.0,5.454545454545453,28.0,26.0,31.0
4100,CS_1__339__10,CS_1__339,2018-04-05 00:00:00,2018-05-10 00:00:00,2018-05-10 00:00:00,2018-07-08 00:00:00,YouTube,613.0,2.0,1.0,1.0,3.0,2.0,2.0,6.0,6.0,6.0,6.0,1.0,3.0,9.0,8.0,8.0,8,10.0,1.0,9.0,9.0,9.0,9.0,8.0,8.0,9.0,8.0,8.0,10.0,10,10.0,9.0,9.0,9.0,5.454545454545453,35.0,0.0,59.0
