Probanden_ID__lfdn__AppNr,Probanden_ID__lfdn,V2,V4_1_Interview,V4_2_Interview,V4_3_Interview,V4_4_Interview,V6_1_Interview,V6_2_Interview,V6_3_Interview,V6_4_Interview,V12_1_Interview,V12_2_Interview,V12_3_Interview,V12_4_Interview,V17_2_Interview,V17_3_Interview,V17_4_Interview,V18_2_Interview,V18_3_Interview,V18_4_Interview,Group
KK_2__275__3,KK_2__275,2.0,3.0,3.0,5.0,2.0,5.0,10.0,7.0,6.0,8.0,10.0,10.0,8.0,8.0,8.0,5.0,8.0,4.0,3.0,4
KK_3__276__3,KK_3__276,2.0,3.0,4.0,4.0,2.0,1.0,3.0,8.0,5.0,7.0,10.0,5.0,6.0,6.0,5.0,7.0,10.0,8.0,5.0,4
KK_4__277__3,KK_4__277,2.0,2.0,3.0,2.0,2.0,3.0,3.0,5.0,3.0,7.0,8.0,5.0,8.0,7.0,8.0,7.0,7.0,9.0,7.0,4
LT__279__3,LT__279,2.0,1.0,1.0,1.0,4.0,7.0,10.0,7.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,9.0,4
JT__281__3,JT__281,2.0,1.0,3.0,2.0,2.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,9.0,10.0,10.0,9.0,9.0,4
TS__282__3,TS__282,2.0,1.0,2.0,2.0,4.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,9.0,8.0,10.0,5.0,4
AP__283__3,AP__283,1.0,2.0,1.0,2.0,4.0,10.0,10.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,4
LK_2__284__3,LK_2__284,1.0,1.0,2.0,2.0,4.0,7.0,8.0,5.0,8.0,6.0,8.0,7.0,8.0,9.0,8.0,7.0,5.0,5.0,7.0,4
LK_1__285__3,LK_1__285,1.0,3.0,3.0,3.0,4.0,7.0,6.0,8.0,8.0,8.0,8.0,3.0,8.0,6.0,8.0,8.0,2.0,2.0,2.0,4
SL_2__290__3,SL_2__290,1.0,3.0,3.0,3.0,7.0,3.0,9.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,1.0,2.0,1.0,4
SL_4__292__3,SL_4__292,1.0,6.0,5.0,5.0,2.0,5.0,6.0,6.0,7.0,9.0,9.0,9.0,9.0,2.0,2.0,2.0,4.0,4.0,4.0,4
SN__294__3,SN__294,2.0,2.0,2.0,2.0,2.0,5.0,6.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,7.0,5.0,5.0,4.0,4
AN__295__3,AN__295,1.0,3.0,3.0,2.0,5.0,3.0,7.0,5.0,5.0,8.0,9.0,8.0,8.0,5.0,8.0,9.0,1.0,1.0,1.0,4
CK__296__3,CK__296,2.0,2.0,2.0,2.0,5.0,6.0,7.0,6.0,6.0,2.0,5.0,6.0,3.0,8.0,8.0,4.0,8.0,6.0,4.0,4
TB__297__3,TB__297,1.0,3.0,3.0,2.0,2.0,7.0,5.0,7.0,8.0,5.0,10.0,5.0,8.0,5.0,5.0,2.0,1.0,1.0,1.0,4
AS__298__3,AS__298,2.0,1.0,1.0,1.0,7.0,8.0,9.0,9.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,7.0,8.0,7.0,9.0,4
HL_1__299__3,HL_1__299,2.0,1.0,1.0,2.0,2.0,9.0,9.0,9.0,9.0,7.0,6.0,6.0,6.0,10.0,10.0,10.0,9.0,9.0,9.0,4
HL_2__300__3,HL_2__300,2.0,1.0,1.0,1.0,5.0,10.0,7.0,5.0,4.0,9.0,6.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,4.0,4
HL_3__301__3,HL_3__301,1.0,1.0,1.0,1.0,2.0,5.0,8.0,5.0,5.0,6.0,6.0,7.0,7.0,8.0,7.0,8.0,3.0,5.0,4.0,4
HL_4__302__3,HL_4__302,1.0,1.0,1.0,1.0,5.0,10.0,8.0,10.0,10.0,10.0,8.0,8.0,9.0,9.0,7.0,5.0,4.0,4.0,4.0,4
HL_5__303__3,HL_5__303,2.0,5.0,5.0,5.0,2.0,7.0,8.0,6.0,9.0,7.0,7.0,6.0,10.0,1.0,5.0,8.0,1.0,1.0,6.0,4
HL_1__304__3,HL_1__304,1.0,5.0,5.0,4.0,2.0,5.0,7.0,8.0,8.0,7.0,8.0,10.0,10.0,2.0,2.0,2.0,1.0,1.0,1.0,4
HL_4__307__3,HL_4__307,1.0,2.0,3.0,3.0,2.0,5.0,6.0,8.0,8.0,7.0,7.0,10.0,10.0,2.0,10.0,10.0,1.0,1.0,1.0,4
HL_5__308__3,HL_5__308,1.0,3.0,1.0,5.0,5.0,5.0,10.0,7.0,7.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,9.0,1.0,1.0,4
C__309__3,C__309,1.0,6.0,7.0,7.0,7.0,9.0,4.0,5.0,2.0,10.0,8.0,7.0,7.0,1.0,1.0,1.0,3.0,1.0,4.0,4
H__310__3,H__310,2.0,3.0,3.0,6.0,4.0,2.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,6.0,8.0,7.0,8.0,4
A__312__3,A__312,2.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,5.0,8.0,8.0,8.0,10.0,2.0,10.0,3.0,2.0,1.0,2.0,4
V__313__3,V__313,2.0,2.0,1.0,1.0,2.0,6.0,8.0,10.0,9.0,7.0,10.0,10.0,9.0,10.0,10.0,10.0,9.0,9.0,8.0,4
LB_1__314__3,LB_1__314,1.0,3.0,4.0,3.0,4.0,9.0,7.0,8.0,9.0,10.0,10.0,8.0,10.0,5.0,1.0,5.0,1.0,1.0,5.0,4
LB_2__315__3,LB_2__315,2.0,1.0,1.0,1.0,2.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,4
LB_4__317__3,LB_4__317,2.0,1.0,5.0,1.0,5.0,8.0,2.0,8.0,5.0,7.0,8.0,7.0,8.0,2.0,9.0,9.0,5.0,8.0,7.0,4
LB_5__318__3,LB_5__318,2.0,1.0,1.0,1.0,2.0,5.0,5.0,8.0,8.0,6.0,8.0,8.0,10.0,10.0,10.0,10.0,5.0,8.0,10.0,4
XW01__319__3,XW01__319,2.0,4.0,6.0,7.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,6.0,7.0,1.0,1.0,1.0,4
XY01__320__3,XY01__320,2.0,5.0,5.0,5.0,4.0,6.0,6.0,6.0,7.0,8.0,8.0,9.0,9.0,5.0,5.0,6.0,1.0,1.0,1.0,4
YZ01__321__3,YZ01__321,1.0,2.0,2.0,2.0,2.0,5.0,3.0,2.0,3.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,4
TR_1__324__3,TR_1__324,1.0,1.0,1.0,1.0,5.0,7.0,8.0,7.0,7.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,2.0,8.0,5.0,4
TR_2__325__3,TR_2__325,2.0,3.0,7.0,7.0,4.0,5.0,1.0,1.0,5.0,9.0,10.0,10.0,8.0,4.0,5.0,5.0,7.0,8.0,10.0,4
TR_3__326__3,TR_3__326,1.0,3.0,3.0,2.0,2.0,7.0,5.0,5.0,5.0,10.0,8.0,6.0,7.0,1.0,1.0,1.0,1.0,9.0,10.0,4
TR_5__328__3,TR_5__328,2.0,1.0,1.0,2.0,2.0,7.0,8.0,8.0,9.0,8.0,7.0,7.0,7.0,10.0,10.0,10.0,7.0,8.0,7.0,4
J__329__3,J__329,1.0,3.0,4.0,5.0,2.0,6.0,6.0,6.0,4.0,9.0,8.0,6.0,8.0,8.0,8.0,7.0,7.0,7.0,5.0,4
N__330__3,N__330,2.0,2.0,2.0,2.0,2.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,5.0,5.0,4
V__331__3,V__331,2.0,1.0,2.0,2.0,5.0,5.0,5.0,6.0,7.0,8.0,10.0,10.0,10.0,7.0,7.0,7.0,9.0,9.0,9.0,4
R__332__3,R__332,1.0,5.0,5.0,5.0,2.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,2.0,2.0,4
MK_1__334__3,MK_1__334,1.0,7.0,7.0,7.0,4.0,10.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4
MK_2__335__3,MK_2__335,1.0,5.0,4.0,4.0,4.0,5.0,1.0,1.0,4.0,7.0,10.0,10.0,9.0,1.0,1.0,10.0,5.0,5.0,5.0,4
MK_4__337__3,MK_4__337,1.0,1.0,2.0,2.0,4.0,2.0,7.0,7.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,5.0,5.0,4
MK_5__338__3,MK_5__338,2.0,1.0,1.0,1.0,2.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,4
CS_2__340__3,CS_2__340,2.0,1.0,2.0,1.0,2.0,5.0,9.0,9.0,9.0,5.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,4
CS_3__341__3,CS_3__341,1.0,2.0,2.0,3.0,4.0,4.0,7.0,7.0,7.0,3.0,7.0,7.0,7.0,8.0,8.0,8.0,6.0,6.0,6.0,4
CS_4__342__3,CS_4__342,1.0,4.0,5.0,5.0,2.0,5.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,4
CS_5__343__3,CS_5__343,1.0,4.0,4.0,4.0,5.0,2.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,4
SO_1__344__3,SO_1__344,2.0,1.0,1.0,1.0,2.0,7.0,7.0,8.0,8.0,10.0,10.0,9.0,10.0,8.0,10.0,10.0,7.0,10.0,10.0,4
SO_3__346__3,SO_3__346,1.0,4.0,3.0,2.0,4.0,5.0,8.0,9.0,7.0,8.0,10.0,10.0,9.0,3.0,5.0,6.0,3.0,1.0,3.0,4
SO_4__347__3,SO_4__347,2.0,1.0,1.0,1.0,2.0,10.0,8.0,9.0,5.0,10.0,8.0,8.0,9.0,10.0,10.0,10.0,8.0,9.0,10.0,4
SO_5__348__3,SO_5__348,2.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,3.0,7.0,6.0,6.0,8.0,5.0,4.0,5.0,6.0,4.0,5.0,4
CR1__349__3,CR1__349,1.0,3.0,3.0,4.0,2.0,8.0,7.0,8.0,8.0,5.0,7.0,8.0,9.0,3.0,2.0,2.0,2.0,1.0,1.0,4
SP2__350__3,SP2__350,1.0,4.0,3.0,3.0,4.0,5.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,4
AF3__351__3,AF3__351,1.0,2.0,3.0,3.0,4.0,7.0,4.0,8.0,8.0,6.0,6.0,7.0,7.0,5.0,6.0,7.0,3.0,3.0,3.0,4
SH5__353__3,SH5__353,1.0,3.0,2.0,2.0,4.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,4
MH1__354__3,MH1__354,2.0,2.0,2.0,3.0,3.0,9.0,8.0,7.0,4.0,9.0,8.0,7.0,7.0,10.0,6.0,7.0,7.0,4.0,6.0,4
CH1__355__3,CH1__355,1.0,4.0,3.0,3.0,3.0,5.0,9.0,9.0,9.0,4.0,7.0,7.0,7.0,7.0,8.0,10.0,7.0,5.0,4.0,4
UH1__357__3,UH1__357,1.0,5.0,5.0,6.0,4.0,5.0,2.0,3.0,1.0,5.0,5.0,4.0,1.0,5.0,5.0,1.0,2.0,1.0,1.0,4
CM_1__359__3,CM_1__359,1.0,1.0,1.0,1.0,4.0,5.0,9.0,10.0,10.0,8.0,8.0,8.0,7.0,7.0,4.0,5.0,5.0,7.0,3.0,4
CM_2__360__3,CM_2__360,1.0,2.0,2.0,2.0,3.0,5.0,5.0,7.0,8.0,5.0,8.0,8.0,8.0,8.0,3.0,5.0,3.0,2.0,5.0,4
CM_4__362__3,CM_4__362,2.0,1.0,3.0,3.0,3.0,5.0,5.0,6.0,6.0,8.0,8.0,8.0,9.0,6.0,10.0,10.0,6.0,8.0,9.0,4
CM_5__363__3,CM_5__363,2.0,4.0,5.0,4.0,3.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,5.0,5.0,8.0,5.0,6.0,8.0,4
HL_1__364__3,HL_1__364,2.0,2.0,2.0,2.0,3.0,1.0,1.0,5.0,5.0,8.0,7.0,7.0,6.0,10.0,10.0,9.0,6.0,6.0,7.0,4
HL_2__365__3,HL_2__365,2.0,3.0,3.0,2.0,3.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,9.0,6.0,5.0,6.0,1.0,1.0,2.0,4
HL_3__366__3,HL_3__366,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,4.0,10.0,9.0,9.0,9.0,8.0,8.0,8.0,10.0,10.0,10.0,4
HL_4__367__3,HL_4__367,1.0,4.0,5.0,6.0,3.0,8.0,3.0,3.0,4.0,10.0,10.0,10.0,9.0,3.0,3.0,4.0,2.0,1.0,2.0,4
PM13__369__3,PM13__369,2.0,2.0,1.0,1.0,3.0,5.0,8.0,10.0,10.0,6.0,8.0,8.0,10.0,10.0,10.0,10.0,9.0,9.0,6.0,4
SF2601__370__3,SF2601__370,2.0,2.0,3.0,4.0,3.0,10.0,9.0,10.0,10.0,5.0,6.0,8.0,7.0,7.0,5.0,10.0,6.0,10.0,5.0,4
AM0601__371__3,AM0601__371,2.0,1.0,1.0,1.0,3.0,10.0,10.0,10.0,10.0,5.0,5.0,7.0,8.0,9.0,10.0,10.0,9.0,10.0,9.0,4
KL0602__372__3,KL0602__372,1.0,4.0,6.0,5.0,3.0,5.0,3.0,4.0,7.0,3.0,5.0,5.0,5.0,3.0,2.0,8.0,1.0,3.0,3.0,4
JB0708__373__3,JB0708__373,2.0,1.0,1.0,1.0,4.0,7.0,8.0,8.0,8.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,8.0,9.0,8.0,4
T1__374__3,T1__374,2.0,6.0,5.0,7.0,5.0,8.0,4.0,2.0,3.0,7.0,3.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4
T2__375__3,T2__375,2.0,1.0,3.0,3.0,7.0,6.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,10.0,10.0,10.0,10.0,5.0,10.0,4
T3__376__3,T3__376,2.0,4.0,3.0,3.0,4.0,2.0,8.0,7.0,10.0,8.0,5.0,8.0,7.0,10.0,7.0,8.0,5.0,6.0,5.0,4
T5__378__3,T5__378,1.0,1.0,3.0,3.0,5.0,10.0,10.0,5.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,8.0,5.0,7.0,8.0,4
LS_1__384__3,LS_1__384,1.0,1.0,1.0,1.0,3.0,6.0,6.0,6.0,7.0,9.0,10.0,9.0,10.0,10.0,10.0,8.0,3.0,4.0,4.0,4
LS_2__385__3,LS_2__385,1.0,3.0,5.0,5.0,5.0,1.0,5.0,3.0,3.0,7.0,6.0,5.0,5.0,6.0,4.0,4.0,5.0,6.0,6.0,4
LS_3__386__3,LS_3__386,1.0,3.0,3.0,3.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0,9.0,9.0,2.0,2.0,2.0,4
LS_5__388__3,LS_5__388,1.0,4.0,4.0,4.0,3.0,9.0,6.0,7.0,7.0,6.0,8.0,7.0,8.0,9.0,8.0,8.0,3.0,3.0,3.0,4
T_1__389__3,T_1__389,2.0,4.0,3.0,7.0,3.0,2.0,5.0,4.0,3.0,8.0,8.0,7.0,6.0,3.0,2.0,7.0,8.0,1.0,4.0,4
K_5__391__3,K_5__391,2.0,2.0,2.0,3.0,5.0,2.0,1.0,5.0,4.0,8.0,9.0,3.0,7.0,6.0,8.0,5.0,1.0,6.0,6.0,4
P_3__392__3,P_3__392,1.0,1.0,3.0,1.0,5.0,8.0,9.0,8.0,7.0,10.0,10.0,5.0,7.0,8.0,6.0,6.0,6.0,7.0,6.0,4
T_4__393__3,T_4__393,2.0,3.0,5.0,5.0,3.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,7.0,5.0,5.0,6.0,4.0,4.0,5.0,4
det18__395__3,det18__395,1.0,5.0,6.0,5.0,6.0,2.0,1.0,4.0,4.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,4
110__399__3,110__399,2.0,1.0,1.0,2.0,3.0,9.0,6.0,10.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,4
111__400__3,111__400,2.0,1.0,1.0,2.0,7.0,10.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0,8.0,4
113__402__3,113__402,1.0,2.0,2.0,2.0,3.0,8.0,7.0,10.0,8.0,8.0,7.0,10.0,10.0,8.0,8.0,8.0,8.0,1.0,6.0,4
114__403__3,114__403,2.0,6.0,7.0,7.0,7.0,2.0,3.0,5.0,8.0,7.0,10.0,8.0,8.0,1.0,7.0,1.0,1.0,5.0,1.0,4
DB_1__404__3,DB_1__404,1.0,2.0,2.0,2.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,2.0,2.0,3.0,2.0,2.0,4
DB_2__405__3,DB_2__405,1.0,1.0,1.0,1.0,3.0,7.0,8.0,10.0,10.0,5.0,9.0,9.0,9.0,9.0,8.0,8.0,10.0,8.0,8.0,4
DB_3__406__3,DB_3__406,2.0,6.0,3.0,3.0,3.0,5.0,10.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,10.0,8.0,8.0,4
DB_4__407__3,DB_4__407,2.0,1.0,2.0,2.0,3.0,7.0,10.0,7.0,7.0,8.0,6.0,8.0,8.0,10.0,7.0,7.0,10.0,10.0,10.0,4
DB_5__408__3,DB_5__408,1.0,4.0,3.0,2.0,4.0,10.0,9.0,10.0,10.0,8.0,10.0,9.0,9.0,8.0,10.0,10.0,8.0,10.0,10.0,4
ME_1__409__3,ME_1__409,1.0,4.0,5.0,4.0,3.0,10.0,10.0,9.0,9.0,7.0,7.0,8.0,9.0,4.0,5.0,6.0,1.0,1.0,1.0,4
US_1__410__3,US_1__410,2.0,1.0,1.0,2.0,3.0,8.0,10.0,9.0,10.0,9.0,8.0,7.0,8.0,10.0,10.0,10.0,10.0,9.0,9.0,4
TU_1__411__3,TU_1__411,2.0,3.0,2.0,1.0,3.0,9.0,5.0,6.0,8.0,5.0,6.0,7.0,8.0,6.0,6.0,7.0,7.0,6.0,5.0,4
CC_1__412__3,CC_1__412,2.0,1.0,1.0,1.0,3.0,7.0,10.0,10.0,10.0,8.0,8.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,9.0,4
IE_1__413__3,IE_1__413,2.0,3.0,2.0,2.0,7.0,9.0,8.0,8.0,7.0,7.0,9.0,8.0,7.0,4.0,3.0,2.0,4.0,3.0,2.0,4
JZ_1__414__3,JZ_1__414,1.0,2.0,1.0,1.0,4.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,3.0,1.0,1.0,4
JZ_2__415__3,JZ_2__415,2.0,2.0,2.0,1.0,4.0,8.0,9.0,9.0,9.0,10.0,9.0,8.0,8.0,7.0,7.0,6.0,8.0,3.0,3.0,4
JZ_4__417__3,JZ_4__417,2.0,1.0,1.0,1.0,4.0,6.0,7.0,8.0,8.0,6.0,6.0,7.0,7.0,6.0,5.0,5.0,9.0,8.0,7.0,4
JZ_5__418__3,JZ_5__418,2.0,5.0,1.0,2.0,3.0,10.0,8.0,5.0,7.0,10.0,8.0,7.0,7.0,9.0,8.0,7.0,1.0,4.0,5.0,4
SS_01__1__4,SS_01__1,1.0,5.0,7.0,6.0,7.0,4.0,1.0,2.0,1.0,6.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4
JH_02__2__4,JH_02__2,1.0,5.0,7.0,7.0,7.0,3.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4
CH_03__3__4,CH_03__3,2.0,1.0,1.0,1.0,1.0,10.0,10.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,3.0,10.0,4
NR_04__4__4,NR_04__4,2.0,3.0,3.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,8.0,5.0,7.0,6.0,8.0,4.0,4.0,3.0,3.0,4
MD_05__5__4,MD_05__5,1.0,6.0,7.0,7.0,7.0,10.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4
BO_06__6__4,BO_06__6,1.0,4.0,4.0,4.0,3.0,7.0,5.0,5.0,5.0,8.0,7.0,9.0,7.0,10.0,10.0,9.0,9.0,5.0,10.0,4
BK_07__7__4,BK_07__7,1.0,5.0,7.0,4.0,4.0,10.0,1.0,7.0,7.0,10.0,1.0,8.0,7.0,1.0,4.0,10.0,1.0,7.0,6.0,4
JL_08__8__4,JL_08__8,1.0,2.0,3.0,4.0,3.0,10.0,9.0,8.0,10.0,10.0,8.0,9.0,10.0,10.0,5.0,8.0,3.0,4.0,4.0,4
NS_09__9__4,NS_09__9,1.0,3.0,1.0,1.0,7.0,10.0,10.0,10.0,1.0,10.0,10.0,7.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4
NH_10__10__4,NH_10__10,2.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,6.0,7.0,6.0,5.0,2.0,4.0,3.0,5.0,6.0,5.0,4
KH_11__11__4,KH_11__11,1.0,3.0,2.0,4.0,2.0,7.0,7.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,8.0,8.0,2.0,1.0,1.0,4
SK_12__12__4,SK_12__12,2.0,2.0,1.0,3.0,2.0,2.0,6.0,8.0,9.0,5.0,7.0,8.0,8.0,10.0,10.0,10.0,4.0,10.0,9.0,4
ML_13__13__4,ML_13__13,2.0,1.0,1.0,1.0,1.0,8.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,7.0,10.0,4
MW_14__14__4,MW_14__14,1.0,2.0,1.0,2.0,2.0,3.0,7.0,8.0,3.0,4.0,10.0,5.0,4.0,10.0,10.0,10.0,2.0,1.0,1.0,4
MF_15__15__4,MF_15__15,1.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4
SB_16__16__4,SB_16__16,1.0,2.0,2.0,4.0,2.0,7.0,6.0,8.0,9.0,9.0,8.0,9.0,9.0,10.0,7.0,8.0,8.0,5.0,5.0,4
SJ_17__17__4,SJ_17__17,2.0,6.0,7.0,7.0,7.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4
BK_18__18__4,BK_18__18,1.0,5.0,7.0,7.0,7.0,8.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4
FK_19__19__4,FK_19__19,1.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,4.0,4.0,4.0,4
LF_20__20__4,LF_20__20,1.0,5.0,7.0,7.0,7.0,2.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4
AF_21__21__4,AF_21__21,2.0,4.0,5.0,7.0,7.0,3.0,3.0,1.0,1.0,3.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4
HL_1__34__4,HL_1__34,1.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,4
HL_2__35__4,HL_2__35,1.0,2.0,3.0,3.0,4.0,10.0,8.0,8.0,5.0,8.0,7.0,7.0,4.0,9.0,9.0,4.0,6.0,6.0,8.0,4
HL_3__36__4,HL_3__36,2.0,1.0,1.0,1.0,2.0,9.0,10.0,10.0,10.0,7.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,9.0,4
HL_4__37__4,HL_4__37,1.0,5.0,1.0,1.0,1.0,5.0,9.0,9.0,9.0,3.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,4
HL_5__38__4,HL_5__38,2.0,6.0,4.0,4.0,5.0,10.0,10.0,10.0,10.0,5.0,8.0,8.0,8.0,10.0,10.0,9.0,5.0,5.0,6.0,4
HL_6__39__4,HL_6__39,2.0,4.0,6.0,6.0,6.0,8.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,6.0,6.0,6.0,5.0,5.0,6.0,4
HL_7__40__4,HL_7__40,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,8.0,4
HL_8__41__4,HL_8__41,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,4.0,4.0,5.0,4
HL_9__42__4,HL_9__42,1.0,2.0,1.0,1.0,1.0,10.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,10.0,10.0,8.0,9.0,9.0,8.0,4
HL_10__43__4,HL_10__43,1.0,1.0,1.0,1.0,2.0,10.0,10.0,10.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,4
HL_11__44__4,HL_11__44,2.0,4.0,4.0,4.0,4.0,8.0,7.0,7.0,7.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,7.0,8.0,4
HL_13__46__4,HL_13__46,2.0,2.0,2.0,2.0,2.0,10.0,9.0,9.0,9.0,7.0,10.0,10.0,9.0,10.0,10.0,10.0,1.0,1.0,3.0,4
HL_14__47__4,HL_14__47,2.0,5.0,5.0,5.0,5.0,10.0,7.0,7.0,7.0,9.0,8.0,8.0,8.0,7.0,7.0,7.0,2.0,2.0,2.0,4
HL_15__48__4,HL_15__48,1.0,3.0,2.0,2.0,4.0,6.0,7.0,7.0,8.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,5.0,8.0,4
P1__79__4,P1__79,2.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,8.0,8.0,8.0,4
P2__80__4,P2__80,2.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,7.0,7.0,4
P4__82__4,P4__82,2.0,4.0,4.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,3.0,3.0,3.0,4
P5__83__4,P5__83,2.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,6.0,6.0,6.0,4
KR__84__4,KR__84,1.0,1.0,1.0,1.0,1.0,8.0,7.0,8.0,8.0,9.0,8.0,8.0,8.0,6.0,7.0,8.0,10.0,10.0,9.0,4
TK__87__4,TK__87,1.0,3.0,3.0,3.0,4.0,7.0,8.0,6.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,8.0,8.0,7.0,9.0,4
KH__88__4,KH__88,1.0,2.0,3.0,2.0,2.0,8.0,7.0,7.0,7.0,9.0,8.0,8.0,8.0,8.0,9.0,8.0,2.0,3.0,5.0,4
